Time,Symbol,Price,Quantity,Type,Status,Value,Tag
2024-04-03T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-04-03T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-04-04T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-04-04T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-04-04T13:31:00Z,META,0,-2,Stop Market,Canceled,0,"" 
2024-04-05T13:30:00Z,GOOG,150.91722624,-6,Market,Filled,-905.50335744,"TimeStop_D+4" 
2024-04-05T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-04-05T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-04-05T13:30:00Z,META,518.75525064,1,Stop Limit,Filled,518.75525064,"" 
2024-04-05T13:30:00Z,META,0,-2,Stop Limit,Canceled,0,"" 
2024-04-05T13:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
2024-04-05T13:30:00Z,GOOG,0,-6,Stop Limit,Canceled,0,"" 
2024-04-05T13:32:00Z,META,0,-1,Limit,Canceled,0,"" 
2024-04-05T13:32:00Z,META,503.19,-1,Stop Market,Filled,-503.19,"" 
2024-04-08T13:30:00Z,AAPL,0,5,Stop Limit,Canceled,0,"" 
2024-04-08T13:30:00Z,AAPL,0,-6,Stop Limit,Canceled,0,"" 
2024-04-08T13:30:00Z,GOOG,0,6,Stop Limit,Canceled,0,"" 
